Location Code ,Date,Whitton Code,Taxa,Original count Unit,Original no's (per ml),Biovolume units,Biovolume (µm^3 per ml),mean cell/fil. length,mean cell width/diameter,mean cell depth,mean biovolume,Mean Staurastrum or Ceratium cell volume ,cells/colony or filament,Factor,Year,Month,Group code,Group,Genus,,,,,,,,
RB5,08/01/2008,05100010,Rhodomonas lacustris,CE,364.9,CE,"22,451",,,,,,1,,2008,1,05,,Rhodomonas,lacustris,,,,,,,
RB5,08/01/2008,06110000,Peridinium,CE,132.7,CE,"148,463",,,,,,1,,2008,1,06,,Peridinium,,,,,,,,
RB5,08/01/2008,12000002,Medium centric diatom (10-20 µm diam.),CE,66.3,CE,"70,251",,,,,,1,,2008,1,12,,Medium Centric,centric,diatom,(10-20,µm,diam.),,,
RB5,08/01/2008,12030000,Aulacoseira,FI,1409.8,CE,"1,132,989",,,,,,2,,2008,1,12,,Aulacoseira,,,,,,,,
RB5,08/01/2008,12030000,Aulacoseira,FI,442.3,CE,"389,582",,,,,,2.125,,2008,1,12,,Aulacoseira,,,,,,,,
RB5,08/01/2008,13000002,Medium pennate diatom 10-20 µm diam,CE,33.2,CE,"9,049",,,,,,1,,2008,1,13,,Medium Pennate diatom,pennate,diatom,Oct-20,µm,diam,,,
RB5,08/01/2008,13080010,Asterionella formosa,CO,99.5,CE,"78,227",,,,,,2,,2008,1,13,,Asterionella,formosa,,,,,,,
RB5,08/01/2008,13810000,Synedra,CE,132.7,CE,"45,032",,,,,,1,,2008,1,13,,Synedra,,,,,,,,
RB5,08/01/2008,17170010,Closteriopsis acicularis,CE,66.3,CE,"6,311",,,,,,1,,2008,1,17,,Closteriopsis,acicularis,,,,,,,
RB5,08/01/2008,17540040,Lagerheimia genevensis,CE,33.2,CE,"1,102",,,,,,1,,2008,1,17,,Lagerheimia,genevensis,,,,,,,
RB5,08/01/2008,17580020,Monoraphidium contortum,CE,33.2,CE,"1,759",,,,,,1,,2008,1,17,,Monoraphidium,contortum,,,,,,,
RB5,08/01/2008,17640000,Oocystis,CO,33.2,CE,"2,120",,,,,,4,,2008,1,17,,Oocystis,,,,,,,,
RB5,08/01/2008,17810000,Scenedesmus,CO,298.6,CE,"111,753",,,,,,4,,2008,1,17,,Scenedesmus,,,,,,,,
RB5,08/01/2008,17970060,Tetrastrum triangulare,CO,33.2,CE,"8,261",,,,,,16,,2008,1,17,,Tetrastrum,triangulare,,,,,,,
RB5,05/02/2008,01780010,Woronichinia naegeliana,CE,66.3,CE,"1,934",,,,,,1,,2008,2,01,,Woronichinia,naegeliana,,,,,,,
RB5,05/02/2008,04100000,Trachelomonas,CE,0.4,CE,"17,534",,,,,,1,,2008,2,04,,Trachelomonas,,,,,,,,
RB5,05/02/2008,05040001,Cryptomonas (small) Length <20 µm,CE,597.1,CE,"388,271",,,,,,1,,2008,2,05,,Cryptomonas,(small),Length,<20,µm,,,,
RB5,05/02/2008,05100010,Rhodomonas lacustris,CE,796.1,CE,"153,004",,,,,,1,,2008,2,05,,Rhodomonas,lacustris,,,,,,,
RB5,05/02/2008,06070110,Gymnodinium helveticum,CE,0.4,CE,"4,809",,,,,,1,,2008,2,06,,Gymnodinium,helveticum,,,,,,,
RB5,05/02/2008,12000001,Small centric diatom (5 - <10 µm diam.),CE,232.2,CE,"51,609",,,,,,1,,2008,2,12,,Small Centric,centric,diatom,(5,-,<10,µm,diam.),
RB5,05/02/2008,12000002,Medium centric diatom (10-20 µm diam.),CE,66.3,CE,"149,594",,,,,,1,,2008,2,12,,Medium Centric,centric,diatom,(10-20,µm,diam.),,,
RB5,05/02/2008,12030000,Aulacoseira,FI,5639.4,CE,"5,677,770",,,,,,2,,2008,2,12,,Aulacoseira,,,,,,,,
RB5,05/02/2008,12030000,Aulacoseira,FI,3980.7,CE,"2,853,472",,,,,,2,,2008,2,12,,Aulacoseira,,,,,,,,
RB5,05/02/2008,13000002,Medium pennate diatom 10-20 µm diam,CE,33.2,CE,"7,544",,,,,,1,,2008,2,13,,Medium Pennate diatom,pennate,diatom,Oct-20,µm,diam,,,
RB5,05/02/2008,13080010,Asterionella formosa,CE,99.5,CE,"101,995",,,,,,1,,2008,2,13,,Asterionella,formosa,,,,,,,
RB5,05/02/2008,17170010,Closteriopsis acicularis,CE,66.3,CE,"4,917",,,,,,1,,2008,2,17,,Closteriopsis,acicularis,,,,,,,
RB5,05/02/2008,17580020,Monoraphidium contortum,CE,33.2,CE,415,,,,,,1,,2008,2,17,,Monoraphidium,contortum,,,,,,,
RB5,05/02/2008,17580030,Monoraphidium convolutum,CE,33.2,CE,464,,,,,,1,,2008,2,17,,Monoraphidium,convolutum,,,,,,,
RB5,05/02/2008,17580040,Monoraphidium griffithii,CE,33.2,CE,"2,824",,,,,,1,,2008,2,17,,Monoraphidium,griffithii,,,,,,,
RB5,05/02/2008,17680000,Pediastrum,CO,33.2,CO,"1,362,660",,,,,,1,,2008,2,17,,Pediastrum,,,,,,,,
RB5,05/02/2008,17680030,Pediastrum boryanum,CO,0.8,CO,"628,640",,,,,,1,,2008,2,17,,Pediastrum,boryanum,,,,,,,
RB5,05/02/2008,17810000,Scenedesmus,CO,331.7,CE,"93,522",,,,,,4,,2008,2,17,,Scenedesmus,,,,,,,,
RB5,05/02/2008,17970050,Tetrastrum staurogeniaeforme,CO,331.7,CE,"39,407",,,,,,4,,2008,2,17,,Tetrastrum,staurogeniaeforme,,,,,,,
RB5,05/02/2008,27040000,Closterium,CE,132.7,CE,"20,980",,,,,,1,,2008,2,27,,Closterium,,,,,,,,
RB5,05/02/2008,27370000,Staurastrum,CE,33.2,CE,"112,548",,,,,,1,,2008,2,27,,Staurastrum,,,,,,,,
RB5,05/02/2008,90000003,"""Nanoplankton"" - unidentified single cells 2–20 µm diameter",CE,365,CE,"7,710",,,,,,1,,2008,2,90,,Nanoplankton,-,unidentified,single,cells,2–20,µm,diameter,
RB5,18/03/2008,01020050,Anabaena circinalis,FI,23.0,CE,"15,006",,,,,,17,,2008,3,01,,Anabaena,circinalis,,,,,,,
RB5,18/03/2008,01780010,Woronichinia naegeliana,CE,962.0,CE,"33,762",,,,,,1,,2008,3,01,,Woronichinia,naegeliana,,,,,,,
RB5,18/03/2008,05040001,Cryptomonas (small) Length <20 µm,CE,1061.5,CE,"842,626",,,,,,1,,2008,3,05,,Cryptomonas,(small),Length,<20,µm,,,,
RB5,18/03/2008,05040002,Cryptomonas (medium) Length 20-30 µm,CE,66.3,CE,"281,774",,,,,,1,,2008,3,05,,Cryptomonas,(medium),Length,20-30,µm,,,,
RB5,18/03/2008,05100010,Rhodomonas lacustris,CE,696.6,CE,"115,455",,,,,,1,,2008,3,05,,Rhodomonas,lacustris,,,,,,,
RB5,18/03/2008,06070110,Gymnodinium helveticum,CE,4.2,CE,"74,674",,,,,,1,,2008,3,06,,Gymnodinium,helveticum,,,,,,,
RB5,18/03/2008,12000001,Small centric diatom (5 - <10 µm diam.),CE,232.2,CE,"49,931",,,,,,1,,2008,3,12,,Small Centric,centric,diatom,(5,-,<10,µm,diam.),
RB5,18/03/2008,12030000,Aulacoseira,FI,16918.1,CE,"31,989,605",,,,,,2.039215686,,2008,3,12,,Aulacoseira,,,,,,,,
RB5,18/03/2008,12030000,Aulacoseira,FI,1216.3,CE,"1,015,617",,,,,,2.090909091,,2008,3,12,,Aulacoseira,,,,,,,,
RB5,18/03/2008,13080010,Asterionella formosa,CE,1260.6,CE,"285,692",,,,,,1,,2008,3,13,,Asterionella,formosa,,,,,,,
RB5,18/03/2008,17170010,Closteriopsis acicularis,CE,132.7,CE,"6,675",,,,,,1,,2008,3,17,,Closteriopsis,acicularis,,,,,,,
RB5,18/03/2008,17580020,Monoraphidium contortum,CE,132.7,CE,"4,091",,,,,,1,,2008,3,17,,Monoraphidium,contortum,,,,,,,
RB5,18/03/2008,17580030,Monoraphidium convolutum,CE,199.0,CE,"5,286",,,,,,1,,2008,3,17,,Monoraphidium,convolutum,,,,,,,
RB5,18/03/2008,17580040,Monoraphidium griffithii,CE,132.7,CE,"22,825",,,,,,1,,2008,3,17,,Monoraphidium,griffithii,,,,,,,
RB5,18/03/2008,17580110,Monoraphidium pusillum,CE,132.7,CE,"5,265",,,,,,1,,2008,3,17,,Monoraphidium,pusillum,,,,,,,
RB5,18/03/2008,17640000,Oocystis,CE,630.3,CE,"224,712",,,,,,1,,2008,3,17,,Oocystis,,,,,,,,
RB5,18/03/2008,17680030,Pediastrum boryanum,CO,46.1,CO,"6,548,230",,,,,,16,,2008,3,17,,Pediastrum,boryanum,,,,,,,
RB5,18/03/2008,17810000,Scenedesmus,CO,398.1,CE,"73,505",,,,,,4,,2008,3,17,,Scenedesmus,,,,,,,,
RB5,18/03/2008,17830020,Schroederia robusta,CE,464.4,CE,"90,343",,,,,,1,,2008,3,17,,Schroederia,robusta,,,,,,,
RB5,18/03/2008,17910020,Sphaerocystis schroeteri,CO,99.5,CE,"70,273",,,,,,4,,2008,3,17,,Sphaerocystis,schroeteri,,,,,,,
RB5,18/03/2008,17970060,Tetrastrum triangulare,CO,232.2,CE,"58,076",,,,,,4,,2008,3,17,,Tetrastrum,triangulare,,,,,,,
RB5,18/03/2008,27040000,Closterium,CE,33,CE,"38,300",,,,,,1,,2008,3,27,,Closterium,,,,,,,,
RB5,18/03/2008,90000003,"""Nanoplankton"" - unidentified single cells 2–20 µm diameter",CE,2820,CE,"240,313",,,,,,1,,2008,3,90,,Nanoplankton,-,unidentified,single,cells,2–20,µm,diameter,
RB5,29/04/2008,01020000,Anabaena,FI,32.1,CE,"66,892",,,,,,33,,2008,4,01,,Anabaena,,,,,,,,
RB5,29/04/2008,01530000,Oscillatoria,FI,128.5,CE,"30,659",,,,,,41.75,,2008,4,01,,Oscillatoria,,,,,,,,
RB5,29/04/2008,01780010,Woronichinia naegeliana,CE,834.9,CE,"22,745",,,,,,1,,2008,4,01,,Woronichinia,naegeliana,,,,,,,
RB5,29/04/2008,05040001,Cryptomonas (small) Length <20 µm,CE,256.9,CE,"151,587",,,,,,1,,2008,4,05,,Cryptomonas,(small),Length,<20,µm,,,,
RB5,29/04/2008,05100010,Rhodomonas lacustris,CE,192.7,CE,"12,280",,,,,,1,,2008,4,05,,Rhodomonas,lacustris,,,,,,,
RB5,29/04/2008,06070110,Gymnodinium helveticum,CE,25.7,CE,"357,446",,,,,,1,,2008,4,06,,Gymnodinium,helveticum,,,,,,,
RB5,29/04/2008,12000001,Small centric diatom (5 - <10 µm diam.),CE,96.3,CE,"18,444",,,,,,1,,2008,4,12,,Small Centric,centric,diatom,(5,-,<10,µm,diam.),
RB5,29/04/2008,12030000,Aulacoseira,FI,578.0,CE,"1,218,450",,,,,,1.875,,2008,4,12,,Aulacoseira,,,,,,,,
RB5,29/04/2008,12030000,Aulacoseira,FI,256.9,CE,"188,245",,,,,,1.944444444,,2008,4,12,,Aulacoseira,,,,,,,,
RB5,29/04/2008,12110000,Melosira,FI,96.3,CE,"160,535",,,,,,7.333333333,,2008,4,12,,Melosira,,,,,,,,
RB5,29/04/2008,13080010,Asterionella formosa,CE,481.7,CE,"140,918",,,,,,1,,2008,4,13,,Asterionella,formosa,,,,,,,
RB5,29/04/2008,17540040,Lagerheimia genevensis,CE,32.1,CE,"2,712",,,,,,1,,2008,4,17,,Lagerheimia,genevensis,,,,,,,
RB5,29/04/2008,17580020,Monoraphidium contortum,CE,192.7,CE,"5,938",,,,,,1,,2008,4,17,,Monoraphidium,contortum,,,,,,,
RB5,29/04/2008,17580030,Monoraphidium convolutum,CE,64.2,CE,"1,518",,,,,,1,,2008,4,17,,Monoraphidium,convolutum,,,,,,,
RB5,29/04/2008,17580040,Monoraphidium griffithii,CE,192.7,CE,"19,205",,,,,,1,,2008,4,17,,Monoraphidium,griffithii,,,,,,,
RB5,29/04/2008,17580050,Monoraphidium irregulare,CE,32.1,CE,594,,,,,,1,,2008,4,17,,Monoraphidium,irregulare,,,,,,,
RB5,29/04/2008,17580110,Monoraphidium pusillum,CE,96.3,CE,"15,608",,,,,,1,,2008,4,17,,Monoraphidium,pusillum,,,,,,,
RB5,29/04/2008,17810000,Scenedesmus,CO,160.6,CE,"82,691",,,,,,4,,2008,4,17,,Scenedesmus,,,,,,,,
RB5,29/04/2008,17810000,Scenedesmus,CO,32.1,CE,"7,860",,,,,,4,,2008,4,17,,Scenedesmus,,,,,,,,
RB5,29/04/2008,17910020,Sphaerocystis schroeteri,CO,64.2,CE,"62,273",,,,,,8,,2008,4,17,,Sphaerocystis,schroeteri,,,,,,,
RB5,29/04/2008,17970060,Tetrastrum triangulare,CO,160.6,CE,"23,480",,,,,,4,,2008,4,17,,Tetrastrum,triangulare,,,,,,,
RB5,29/04/2008,90000003,"""Nanoplankton"" - unidentified single cells 2–20 µm diameter",CE,2569,CE,"249,110",,,,,,1,,2008,4,90,,Nanoplankton,-,unidentified,single,cells,2–20,µm,diameter,
RB5,13/05/2008,01060000,Aphanothece,CO,265.4,CE,"28,143",,,,,,30,,2008,5,01,,Aphanothece,,,,,,,,
RB5,13/05/2008,01490020,Microcystis flos-aquae,CO,99.5,CE,"45,160",,,,,,108.3333333,,2008,5,01,,Microcystis,flos-aquae,,,,,,,
RB5,13/05/2008,01530160,Oscillatoria limnetica,FI,199.0,CE,"36,170",,,,,,16.83333333,,2008,5,01,,Oscillatoria,limnetica,,,,,,,
RB5,13/05/2008,05040001,Cryptomonas (small) Length <20 µm,CE,199.0,CE,"108,262",,,,,,1,,2008,5,05,,Cryptomonas,(small),Length,<20,µm,,,,
RB5,13/05/2008,05100010,Rhodomonas lacustris,CE,1791.3,CE,"386,392",,,,,,1,,2008,5,05,,Rhodomonas,lacustris,,,,,,,
RB5,13/05/2008,06070110,Gymnodinium helveticum,CE,5.6,CE,"113,181",,,,,,1,,2008,5,06,,Gymnodinium,helveticum,,,,,,,
RB5,13/05/2008,12000001,Small centric diatom (5 - <10 µm diam.),CE,66.3,CE,"23,308",,,,,,1,,2008,5,12,,Small Centric,centric,diatom,(5,-,<10,µm,diam.),
RB5,13/05/2008,12000002,Medium centric diatom (10-20 µm diam.),CE,33.2,CE,"112,764",,,,,,1,,2008,5,12,,Medium Centric,centric,diatom,(10-20,µm,diam.),,,
RB5,13/05/2008,12030000,Aulacoseira,CE,199.0,CE,"194,591",,,,,,1,,2008,5,12,,Aulacoseira,,,,,,,,
RB5,13/05/2008,17170010,Closteriopsis acicularis,CE,66.3,CE,"13,199",,,,,,1,,2008,5,17,,Closteriopsis,acicularis,,,,,,,
RB5,13/05/2008,17210010,Coenochloris fottii,CO,66.3,CE,"5,843",,,,,,8,,2008,5,17,,Coenochloris,fottii,,,,,,,
RB5,13/05/2008,17580020,Monoraphidium contortum,CE,232.2,CE,"2,630",,,,,,1,,2008,5,17,,Monoraphidium,contortum,,,,,,,
RB5,13/05/2008,17580030,Monoraphidium convolutum,CE,33.2,CE,964,,,,,,1,,2008,5,17,,Monoraphidium,convolutum,,,,,,,
RB5,13/05/2008,17580040,Monoraphidium griffithii,CE,132.7,CE,"11,349",,,,,,1,,2008,5,17,,Monoraphidium,griffithii,,,,,,,
RB5,13/05/2008,17640000,Oocystis,CO,66.3,CE,"67,386",,,,,,4,,2008,5,17,,Oocystis,,,,,,,,
RB5,13/05/2008,17680000,Pediastrum,CO,1.0,CO,"39,390",,,,,,1,,2008,5,17,,Pediastrum,,,,,,,,
RB5,13/05/2008,17810000,Scenedesmus,CO,66.3,CE,"6,843",,,,,,2,,2008,5,17,,Scenedesmus,,,,,,,,
RB5,13/05/2008,17810000,Scenedesmus,CO,99.5,CE,"49,064",,,,,,4,,2008,5,17,,Scenedesmus,,,,,,,,
RB5,13/05/2008,17910020,Sphaerocystis schroeteri,CO,66.3,CE,"19,837",,,,,,5.5,,2008,5,17,,Sphaerocystis,schroeteri,,,,,,,
RB5,13/05/2008,17960030,Tetraedron minimum,CE,33.2,CE,"9,984",,,,,,1,,2008,5,17,,Tetraedron,minimum,,,,,,,
RB5,13/05/2008,17970060,Tetrastrum triangulare,CO,99.5,CE,"10,519",,,,,,4,,2008,5,17,,Tetrastrum,triangulare,,,,,,,
RB5,13/05/2008,90000003,"""Nanoplankton"" - unidentified single cells 2–20 µm diameter",CE,431,CE,"110,485",,,,,,1,,2008,5,90,,Nanoplankton,-,unidentified,single,cells,2–20,µm,diameter,
RB5,10/06/2008,05040002,Cryptomonas (medium) Length 20-30 µm,CE,706.5,CE,"1,309,510",,,,,,1,,2008,6,05,,Cryptomonas,(medium),Length,20-30,µm,,,,
RB5,10/06/2008,05040003,Cryptomonas (large) Length >30 µm,CE,96.3,CE,"307,857",,,,,,1,,2008,6,05,,Cryptomonas,(large),Length,>30,µm,,,,
RB5,10/06/2008,05100010,Rhodomonas lacustris,CE,96.3,CE,"15,232",,,,,,1,,2008,6,05,,Rhodomonas,lacustris,,,,,,,
RB5,10/06/2008,06070110,Gymnodinium helveticum,CE,0.2,CE,"4,557",,,,,,1,,2008,6,06,,Gymnodinium,helveticum,,,,,,,
RB5,10/06/2008,12030000,Aulacoseira,FI,96.3,CE,"122,312",,,,,,2,,2008,6,12,,Aulacoseira,,,,,,,,
RB5,10/06/2008,17060020,Ankyra judayi,CE,417.5,CE,"44,161",,,,,,1,,2008,6,17,,Ankyra,judayi,,,,,,,
RB5,10/06/2008,17170010,Closteriopsis acicularis,CE,32.1,CE,"7,545",,,,,,1,,2008,6,17,,Closteriopsis,acicularis,,,,,,,
RB5,10/06/2008,17640000,Oocystis,CO,32.1,CE,"27,063",,,,,,4,,2008,6,17,,Oocystis,,,,,,,,
RB5,10/06/2008,17680000,Pediastrum,CO,0.8,CO,"23,045",,,,,,1,,2008,6,17,,Pediastrum,,,,,,,,
RB5,10/06/2008,17810000,Scenedesmus,CO,64.2,CE,"8,054",,,,,,4,,2008,6,17,,Scenedesmus,,,,,,,,
RB5,10/06/2008,17830030,Schroederia setigera,CE,64.2,CE,"22,872",,,,,,1,,2008,6,17,,Schroederia,setigera,,,,,,,
RB5,10/06/2008,27050000,Cosmarium,CE,0.4,CE,807,,,,,,1,,2008,6,27,,Cosmarium,,,,,,,,
RB5,22/07/2008,01020090,Anabaena flos-aquae,FI,289.0,CE,"341,890",,,,,,15.55555556,,2008,7,01,,Anabaena,flos-aquae,,,,,,,
RB5,22/07/2008,01530000,Oscillatoria,FI,32.1,CE,"126,709",,,,,,30,,2008,7,01,,Oscillatoria,,,,,,,,
RB5,22/07/2008,05040001,Cryptomonas (small) Length <20 µm,CE,64.2,CE,"46,000",,,,,,1,,2008,7,05,,Cryptomonas,(small),Length,<20,µm,,,,
RB5,22/07/2008,05040002,Cryptomonas (medium) Length 20-30 µm,CE,770.7,CE,"2,330,576",,,,,,1,,2008,7,05,,Cryptomonas,(medium),Length,20-30,µm,,,,
RB5,22/07/2008,05100010,Rhodomonas lacustris,CE,64.2,CE,"10,265",,,,,,1,,2008,7,05,,Rhodomonas,lacustris,,,,,,,
RB5,22/07/2008,12030000,Aulacoseira,FI,578.0,CE,"720,598",,,,,,2.333333333,,2008,7,12,,Aulacoseira,,,,,,,,
RB5,22/07/2008,12030000,Aulacoseira,FI,96.3,CE,"381,578",,,,,,2.555555556,,2008,7,12,,Aulacoseira,,,,,,,,
RB5,22/07/2008,12030062,Aulacoseira granulata var. angustissima,FI,385.4,CE,"717,268",,,,,,3.5,,2008,7,12,,Aulacoseira,granulata,var.,angustissima,,,,,
RB5,22/07/2008,13370040,Fragilaria crotonensis,FI,0.6,CE,"2,050",,,,,,5,,2008,7,13,,Fragilaria,crotonensis,,,,,,,
RB5,22/07/2008,13540000,Nitzschia,CE,1.0,CE,754,,,,,,1,,2008,7,13,,Nitzschia,,,,,,,,
RB5,22/07/2008,17200020,Coelastrum microporum,CO,32.1,CE,"134,666",,,,,,16,,2008,7,17,,Coelastrum,microporum,,,,,,,
RB5,22/07/2008,17540040,Lagerheimia genevensis,CE,32.1,CE,"1,492",,,,,,1,,2008,7,17,,Lagerheimia,genevensis,,,,,,,
RB5,22/07/2008,17580030,Monoraphidium convolutum,CE,32.1,CE,"1,098",,,,,,1,,2008,7,17,,Monoraphidium,convolutum,,,,,,,
RB5,22/07/2008,17580040,Monoraphidium griffithii,CE,96.3,CE,"17,409",,,,,,1,,2008,7,17,,Monoraphidium,griffithii,,,,,,,
RB5,22/07/2008,17640000,Oocystis,CO,64.2,CE,"322,591",,,,,,4,,2008,7,17,,Oocystis,,,,,,,,
RB5,22/07/2008,17680000,Pediastrum,CO,2.8,CO,"44,957",,,,,,1,,2008,7,17,,Pediastrum,,,,,,,,
RB5,22/07/2008,17810000,Scenedesmus,CO,128.5,CE,"27,937",,,,,,4,,2008,7,17,,Scenedesmus,,,,,,,,
RB5,22/07/2008,17830030,Schroederia setigera,CE,353.2,CE,"59,708",,,,,,1,,2008,7,17,,Schroederia,setigera,,,,,,,
RB5,22/07/2008,17910000,Sphaerocystis,CO,32.1,CE,"36,961",,,,,,16,,2008,7,17,,Sphaerocystis,,,,,,,,
RB5,22/07/2008,17960030,Tetraedron minimum,CE,32.1,CE,"23,405",,,,,,1,,2008,7,17,,Tetraedron,minimum,,,,,,,
RB5,22/07/2008,27040000,Closterium,CE,0.4,CE,33,,,,,,1,,2008,7,27,,Closterium,,,,,,,,
RB5,22/07/2008,27050000,Cosmarium,CE,1,CE,125,,,,,,1,,2008,7,27,,Cosmarium,,,,,,,,
RB5,22/07/2008,27370000,Staurastrum,CE,1,CE,"4,178",,,,,,1,,2008,7,27,,Staurastrum,,,,,,,,
RB5,22/07/2008,90000003,"""Nanoplankton"" - unidentified single cells 2–20 µm diameter",CE,1220,CE,"66,337",,,,,,1,,2008,7,90,,Nanoplankton,-,unidentified,single,cells,2–20,µm,diameter,
RB5,19/08/2008,01060000,Aphanothece,CO,32.1,CE,"2,616",,,,,,50,,2008,8,01,,Aphanothece,,,,,,,,
RB5,19/08/2008,01780010,Woronichinia naegeliana,CO,32.1,CE,"77,308",,,,,,100,,2008,8,01,,Woronichinia,naegeliana,,,,,,,
RB5,19/08/2008,05040001,Cryptomonas (small) Length <20 µm,CE,256.9,CE,"220,139",,,,,,1,,2008,8,05,,Cryptomonas,(small),Length,<20,µm,,,,
RB5,19/08/2008,05040002,Cryptomonas (medium) Length 20-30 µm,CE,192.7,CE,"659,340",,,,,,1,,2008,8,05,,Cryptomonas,(medium),Length,20-30,µm,,,,
RB5,19/08/2008,05100010,Rhodomonas lacustris,CE,674.4,CE,"72,497",,,,,,1,,2008,8,05,,Rhodomonas,lacustris,,,,,,,
RB5,19/08/2008,12000001,Small centric diatom (5 - <10 µm diam.),CE,192.7,CE,"55,159",,,,,,1,,2008,8,12,,Small Centric,centric,diatom,(5,-,<10,µm,diam.),
RB5,19/08/2008,12000002,Medium centric diatom (10-20 µm diam.),CE,64.2,CE,"23,709",,,,,,1,,2008,8,12,,Medium Centric,centric,diatom,(10-20,µm,diam.),,,
RB5,19/08/2008,12030000,Aulacoseira,FI,64.2,CE,"463,401",,,,,,4,,2008,8,12,,Aulacoseira,,,,,,,,
RB5,19/08/2008,12030060,Aulacoseira granulata,FI,1525.4,CE,"5,515,220",,,,,,4.789473684,,2008,8,12,,Aulacoseira,granulata,,,,,,,
RB5,19/08/2008,12030062,Aulacoseira granulata var. angustissima,FI,642.3,CE,"705,722",,,,,,4,,2008,8,12,,Aulacoseira,granulata,var.,angustissima,,,,,
RB5,19/08/2008,13000002,Medium pennate diatom 10-20 µm diam,CE,64.2,CE,"30,679",,,,,,1,,2008,8,13,,Medium Pennate diatom,pennate,diatom,Oct-20,µm,diam,,,
RB5,19/08/2008,13080010,Asterionella formosa,CO,7.6,CE,"31,500",,,,,,5.894736842,,2008,8,13,,Asterionella,formosa,,,,,,,
RB5,19/08/2008,13370040,Fragilaria crotonensis,CO,0.6,CE,"8,026",,,,,,14.66666667,,2008,8,13,,Fragilaria,crotonensis,,,,,,,
RB5,19/08/2008,17680000,Pediastrum,CE,130.7,CO,"111,952",,,,,,23.28571429,,2008,8,17,,Pediastrum,,,,,,,,
RB5,19/08/2008,17810000,Scenedesmus,CO,160.6,CE,"28,528",,,,,,2,,2008,8,17,,Scenedesmus,,,,,,,,
RB5,19/08/2008,17810000,Scenedesmus,CO,96.3,CE,"23,682",,,,,,4,,2008,8,17,,Scenedesmus,,,,,,,,
RB5,19/08/2008,17830030,Schroederia setigera,CE,32.1,CE,"30,535",,,,,,1,,2008,8,17,,Schroederia,setigera,,,,,,,
RB5,19/08/2008,17910020,Sphaerocystis schroeteri,CO,64.2,CE,"65,613",,,,,,10,,2008,8,17,,Sphaerocystis,schroeteri,,,,,,,
RB5,19/08/2008,17960030,Tetraedron minimum,CE,32.1,CE,"10,378",,,,,,1,,2008,8,17,,Tetraedron,minimum,,,,,,,
RB5,19/08/2008,27370000,Staurastrum,CE,0.6,CE,"678,821",,,,,,1,,2008,8,27,,Staurastrum,,,,,,,,
RB5,02/09/2008,01020090,Anabaena flos-aquae,FI,331.7,CE,"1,456,242",,,,,,29,,2008,9,01,,Anabaena,flos-aquae,,,,,,,
RB5,02/09/2008,01130000,Chroococcus,CO,33.2,CE,"20,606",,,,,,20,,2008,9,01,,Chroococcus,,,,,,,,
RB5,02/09/2008,01130060,Chroococcus minutus,CE,895.7,CE,"58,621",,,,,,1,,2008,9,01,,Chroococcus,minutus,,,,,,,
RB5,02/09/2008,01460000,Merismopedia,CO,0.2,CE,661,,,,,,64,,2008,9,01,,Merismopedia,,,,,,,,
RB5,02/09/2008,01530010,Oscillatoria agardhii,CO,0.4,CE,"5,651",,,,,,18,,2008,9,01,,Oscillatoria,agardhii,,,,,,,
RB5,02/09/2008,01530160,Oscillatoria limnetica,FI,33.2,CE,"27,899",,,,,,35,,2008,9,01,,Oscillatoria,limnetica,,,,,,,
RB5,02/09/2008,01780010,Woronichinia naegeliana,CE,364.9,CE,"9,222",,,,,,1,,2008,9,01,,Woronichinia,naegeliana,,,,,,,
RB5,02/09/2008,05040001,Cryptomonas (small) Length <20 µm,CE,132.7,CE,"127,604",,,,,,1,,2008,9,05,,Cryptomonas,(small),Length,<20,µm,,,,
RB5,02/09/2008,05040002,Cryptomonas (medium) Length 20-30 µm,CE,33.2,CE,"61,735",,,,,,1,,2008,9,05,,Cryptomonas,(medium),Length,20-30,µm,,,,
RB5,02/09/2008,05040003,Cryptomonas (large) Length >30 µm,CE,33.2,CE,"154,086",,,,,,1,,2008,9,05,,Cryptomonas,(large),Length,>30,µm,,,,
RB5,02/09/2008,05100010,Rhodomonas lacustris,CE,1592.3,CE,"423,860",,,,,,1,,2008,9,05,,Rhodomonas,lacustris,,,,,,,
RB5,02/09/2008,12000001,Small centric diatom (5 - <10 µm diam.),CE,1525.9,CE,"410,085",,,,,,1,,2008,9,12,,Small Centric,centric,diatom,(5,-,<10,µm,diam.),
RB5,02/09/2008,12000002,Medium centric diatom (10-20 µm diam.),CE,265.4,CE,"210,374",,,,,,1,,2008,9,12,,Medium Centric,centric,diatom,(10-20,µm,diam.),,,
RB5,02/09/2008,12030000,Aulacoseira,FI,1824.5,CE,"2,866,601",,,,,,2.363636364,,2008,9,12,,Aulacoseira,,,,,,,,
RB5,02/09/2008,12030000,Aulacoseira,FI,132.7,CE,"512,767",,,,,,2.5,,2008,9,12,,Aulacoseira,,,,,,,,
RB5,02/09/2008,13080010,Asterionella formosa,CE,398.1,CE,"236,355",,,,,,1,,2008,9,13,,Asterionella,formosa,,,,,,,
RB5,02/09/2008,17060020,Ankyra judayi,CE,66.3,CE,"13,942",,,,,,1,,2008,9,17,,Ankyra,judayi,,,,,,,
RB5,02/09/2008,17170010,Closteriopsis acicularis,CE,132.7,CE,"32,152",,,,,,1,,2008,9,17,,Closteriopsis,acicularis,,,,,,,
