"","YearMonth","year","month","Cryto.Biovolume","Cyano.Biovolume","Diatoms.Biovolume","Greens.Biovolume"
"358",2011-09-01,2011,9,210644.5584,47665.02443,1592624.358,153073.3901
"359",2011-09-01,2011,9,210644.5584,47665.02443,1592624.358,421739.9161
"360",2011-09-01,2011,9,743412.2701,118533.2377,1036282.862,153073.3901
"361",2011-09-01,2011,9,743412.2701,118533.2377,1036282.862,421739.9161
"362",2011-09-01,2011,9,743412.2701,118533.2377,1592624.358,153073.3901
"363",2011-09-01,2011,9,743412.2701,118533.2377,1592624.358,421739.9161
"364",2011-09-01,2011,9,743412.2701,47665.02443,1036282.862,153073.3901
"365",2011-09-01,2011,9,743412.2701,47665.02443,1036282.862,421739.9161
"366",2011-09-01,2011,9,743412.2701,47665.02443,1592624.358,153073.3901
"367",2011-09-01,2011,9,743412.2701,47665.02443,1592624.358,421739.9161
"368",2011-10-01,2011,10,500832.8813,29908.01921,3358987.41,278686.4743
"369",2011-10-01,2011,10,500832.8813,29908.01921,3358987.41,534393.2024
"370",2011-10-01,2011,10,500832.8813,29908.01921,6146759.061,278686.4743
"371",2011-10-01,2011,10,500832.8813,29908.01921,6146759.061,534393.2024
"372",2011-10-01,2011,10,500832.8813,80883.81978,3358987.41,278686.4743
"373",2011-10-01,2011,10,500832.8813,80883.81978,3358987.41,534393.2024
"374",2011-10-01,2011,10,500832.8813,80883.81978,6146759.061,278686.4743
"375",2011-10-01,2011,10,500832.8813,80883.81978,6146759.061,534393.2024
"376",2011-10-01,2011,10,142592.9802,29908.01921,3358987.41,278686.4743
"377",2011-10-01,2011,10,142592.9802,29908.01921,3358987.41,534393.2024
"378",2011-10-01,2011,10,142592.9802,29908.01921,6146759.061,278686.4743
"379",2011-10-01,2011,10,142592.9802,29908.01921,6146759.061,534393.2024
"380",2011-10-01,2011,10,142592.9802,80883.81978,3358987.41,278686.4743
"381",2011-10-01,2011,10,142592.9802,80883.81978,3358987.41,534393.2024
"382",2011-10-01,2011,10,142592.9802,80883.81978,6146759.061,278686.4743
"383",2011-10-01,2011,10,142592.9802,80883.81978,6146759.061,534393.2024
"384",2011-11-01,2011,11,233032.2643,19500.45213,4598828.124,501064.1967
"385",2011-11-01,2011,11,233032.2643,19500.45213,4598828.124,67823.66162
"386",2011-11-01,2011,11,233032.2643,19500.45213,3406062.357,501064.1967
"387",2011-11-01,2011,11,233032.2643,19500.45213,3406062.357,67823.66162
"388",2011-11-01,2011,11,233032.2643,8474.064234,4598828.124,501064.1967
"389",2011-11-01,2011,11,233032.2643,8474.064234,4598828.124,67823.66162
"390",2011-11-01,2011,11,233032.2643,8474.064234,3406062.357,501064.1967
"391",2011-11-01,2011,11,233032.2643,8474.064234,3406062.357,67823.66162
"392",2011-11-01,2011,11,67395.59611,19500.45213,4598828.124,501064.1967
"393",2011-11-01,2011,11,67395.59611,19500.45213,4598828.124,67823.66162
"394",2011-11-01,2011,11,67395.59611,19500.45213,3406062.357,501064.1967
"395",2011-11-01,2011,11,67395.59611,19500.45213,3406062.357,67823.66162
"396",2011-11-01,2011,11,67395.59611,8474.064234,4598828.124,501064.1967
"397",2011-11-01,2011,11,67395.59611,8474.064234,4598828.124,67823.66162
"398",2011-11-01,2011,11,67395.59611,8474.064234,3406062.357,501064.1967
"399",2011-11-01,2011,11,67395.59611,8474.064234,3406062.357,67823.66162
"400",2011-12-01,2011,12,67027.28295,11168.76705,3018541.649,49280.42455
"401",2012-01-01,2012,1,145329.8823,9969.162635,3415227.327,96753.93982
"402",2012-01-01,2012,1,145329.8823,9969.162635,3415227.327,101977.4096
"403",2012-01-01,2012,1,145329.8823,9969.162635,3415227.327,311262.9438
"404",2012-01-01,2012,1,145329.8823,9969.162635,1767030.577,96753.93982
"405",2012-01-01,2012,1,145329.8823,9969.162635,1767030.577,101977.4096
"406",2012-01-01,2012,1,145329.8823,9969.162635,1767030.577,311262.9438
"407",2012-01-01,2012,1,145329.8823,9969.162635,5085585.873,96753.93982
"408",2012-01-01,2012,1,145329.8823,9969.162635,5085585.873,101977.4096
"409",2012-01-01,2012,1,145329.8823,9969.162635,5085585.873,311262.9438
"410",2012-01-01,2012,1,145329.8823,1790.79691,3415227.327,96753.93982
"411",2012-01-01,2012,1,145329.8823,1790.79691,3415227.327,101977.4096
"412",2012-01-01,2012,1,145329.8823,1790.79691,3415227.327,311262.9438
"413",2012-01-01,2012,1,145329.8823,1790.79691,1767030.577,96753.93982
"414",2012-01-01,2012,1,145329.8823,1790.79691,1767030.577,101977.4096
"415",2012-01-01,2012,1,145329.8823,1790.79691,1767030.577,311262.9438
"416",2012-01-01,2012,1,145329.8823,1790.79691,5085585.873,96753.93982
"417",2012-01-01,2012,1,145329.8823,1790.79691,5085585.873,101977.4096
"418",2012-01-01,2012,1,145329.8823,1790.79691,5085585.873,311262.9438
"419",2012-01-01,2012,1,145329.8823,50046.75666,3415227.327,96753.93982
"420",2012-01-01,2012,1,145329.8823,50046.75666,3415227.327,101977.4096
"421",2012-01-01,2012,1,145329.8823,50046.75666,3415227.327,311262.9438
"422",2012-01-01,2012,1,145329.8823,50046.75666,1767030.577,96753.93982
"423",2012-01-01,2012,1,145329.8823,50046.75666,1767030.577,101977.4096
"424",2012-01-01,2012,1,145329.8823,50046.75666,1767030.577,311262.9438
"425",2012-01-01,2012,1,145329.8823,50046.75666,5085585.873,96753.93982
"426",2012-01-01,2012,1,145329.8823,50046.75666,5085585.873,101977.4096
"427",2012-01-01,2012,1,145329.8823,50046.75666,5085585.873,311262.9438
"428",2012-01-01,2012,1,414639.4269,9969.162635,3415227.327,96753.93982
"429",2012-01-01,2012,1,414639.4269,9969.162635,3415227.327,101977.4096
"430",2012-01-01,2012,1,414639.4269,9969.162635,3415227.327,311262.9438
"431",2012-01-01,2012,1,414639.4269,9969.162635,1767030.577,96753.93982
"432",2012-01-01,2012,1,414639.4269,9969.162635,1767030.577,101977.4096
"433",2012-01-01,2012,1,414639.4269,9969.162635,1767030.577,311262.9438
"434",2012-01-01,2012,1,414639.4269,9969.162635,5085585.873,96753.93982
"435",2012-01-01,2012,1,414639.4269,9969.162635,5085585.873,101977.4096
"436",2012-01-01,2012,1,414639.4269,9969.162635,5085585.873,311262.9438
"437",2012-01-01,2012,1,414639.4269,1790.79691,3415227.327,96753.93982
"438",2012-01-01,2012,1,414639.4269,1790.79691,3415227.327,101977.4096
"439",2012-01-01,2012,1,414639.4269,1790.79691,3415227.327,311262.9438
"440",2012-01-01,2012,1,414639.4269,1790.79691,1767030.577,96753.93982
"441",2012-01-01,2012,1,414639.4269,1790.79691,1767030.577,101977.4096
"442",2012-01-01,2012,1,414639.4269,1790.79691,1767030.577,311262.9438
"443",2012-01-01,2012,1,414639.4269,1790.79691,5085585.873,96753.93982
"444",2012-01-01,2012,1,414639.4269,1790.79691,5085585.873,101977.4096
"445",2012-01-01,2012,1,414639.4269,1790.79691,5085585.873,311262.9438
"446",2012-01-01,2012,1,414639.4269,50046.75666,3415227.327,96753.93982
"447",2012-01-01,2012,1,414639.4269,50046.75666,3415227.327,101977.4096
"448",2012-01-01,2012,1,414639.4269,50046.75666,3415227.327,311262.9438
"449",2012-01-01,2012,1,414639.4269,50046.75666,1767030.577,96753.93982
"450",2012-01-01,2012,1,414639.4269,50046.75666,1767030.577,101977.4096
"451",2012-01-01,2012,1,414639.4269,50046.75666,1767030.577,311262.9438
"452",2012-01-01,2012,1,414639.4269,50046.75666,5085585.873,96753.93982
"453",2012-01-01,2012,1,414639.4269,50046.75666,5085585.873,101977.4096
"454",2012-01-01,2012,1,414639.4269,50046.75666,5085585.873,311262.9438
"455",2012-01-01,2012,1,241907.111,9969.162635,3415227.327,96753.93982
"456",2012-01-01,2012,1,241907.111,9969.162635,3415227.327,101977.4096
"457",2012-01-01,2012,1,241907.111,9969.162635,3415227.327,311262.9438
"458",2012-01-01,2012,1,241907.111,9969.162635,1767030.577,96753.93982
"459",2012-01-01,2012,1,241907.111,9969.162635,1767030.577,101977.4096
"460",2012-01-01,2012,1,241907.111,9969.162635,1767030.577,311262.9438
"461",2012-01-01,2012,1,241907.111,9969.162635,5085585.873,96753.93982
"462",2012-01-01,2012,1,241907.111,9969.162635,5085585.873,101977.4096
"463",2012-01-01,2012,1,241907.111,9969.162635,5085585.873,311262.9438
"464",2012-01-01,2012,1,241907.111,1790.79691,3415227.327,96753.93982
"465",2012-01-01,2012,1,241907.111,1790.79691,3415227.327,101977.4096
"466",2012-01-01,2012,1,241907.111,1790.79691,3415227.327,311262.9438
"467",2012-01-01,2012,1,241907.111,1790.79691,1767030.577,96753.93982
"468",2012-01-01,2012,1,241907.111,1790.79691,1767030.577,101977.4096
"469",2012-01-01,2012,1,241907.111,1790.79691,1767030.577,311262.9438
"470",2012-01-01,2012,1,241907.111,1790.79691,5085585.873,96753.93982
"471",2012-01-01,2012,1,241907.111,1790.79691,5085585.873,101977.4096
"472",2012-01-01,2012,1,241907.111,1790.79691,5085585.873,311262.9438
"473",2012-01-01,2012,1,241907.111,50046.75666,3415227.327,96753.93982
"474",2012-01-01,2012,1,241907.111,50046.75666,3415227.327,101977.4096
"475",2012-01-01,2012,1,241907.111,50046.75666,3415227.327,311262.9438
"476",2012-01-01,2012,1,241907.111,50046.75666,1767030.577,96753.93982
"477",2012-01-01,2012,1,241907.111,50046.75666,1767030.577,101977.4096
"478",2012-01-01,2012,1,241907.111,50046.75666,1767030.577,311262.9438
"479",2012-01-01,2012,1,241907.111,50046.75666,5085585.873,96753.93982
"480",2012-01-01,2012,1,241907.111,50046.75666,5085585.873,101977.4096
"481",2012-01-01,2012,1,241907.111,50046.75666,5085585.873,311262.9438
"482",2012-02-01,2012,2,531643.272,18886.60926,6945512.14,311967.3703
"483",2012-02-01,2012,2,531643.272,18886.60926,6945512.14,157513.5228
"484",2012-02-01,2012,2,531643.272,18886.60926,6273072.23,311967.3703
"485",2012-02-01,2012,2,531643.272,18886.60926,6273072.23,157513.5228
"486",2012-02-01,2012,2,531643.272,96891.2972,6945512.14,311967.3703
"487",2012-02-01,2012,2,531643.272,96891.2972,6945512.14,157513.5228
"488",2012-02-01,2012,2,531643.272,96891.2972,6273072.23,311967.3703
"489",2012-02-01,2012,2,531643.272,96891.2972,6273072.23,157513.5228
"490",2012-02-01,2012,2,323118.8065,18886.60926,6945512.14,311967.3703
"491",2012-02-01,2012,2,323118.8065,18886.60926,6945512.14,157513.5228
"492",2012-02-01,2012,2,323118.8065,18886.60926,6273072.23,311967.3703
"493",2012-02-01,2012,2,323118.8065,18886.60926,6273072.23,157513.5228
"494",2012-02-01,2012,2,323118.8065,96891.2972,6945512.14,311967.3703
"495",2012-02-01,2012,2,323118.8065,96891.2972,6945512.14,157513.5228
"496",2012-02-01,2012,2,323118.8065,96891.2972,6273072.23,311967.3703
"497",2012-02-01,2012,2,323118.8065,96891.2972,6273072.23,157513.5228
"498",2012-04-01,2012,4,213495.9438,38645.11257,731578.0326,306533.5667
"499",2012-05-01,2012,5,330115.521,4807.333502,208201.9996,105314.8477
"500",2012-05-01,2012,5,330115.521,4807.333502,208201.9996,362941.9209
"501",2012-05-01,2012,5,330115.521,4807.333502,208201.9996,93410.89084
"502",2012-05-01,2012,5,330115.521,4807.333502,1636483.512,105314.8477
"503",2012-05-01,2012,5,330115.521,4807.333502,1636483.512,362941.9209
"504",2012-05-01,2012,5,330115.521,4807.333502,1636483.512,93410.89084
"505",2012-05-01,2012,5,330115.521,4807.333502,114054.541,105314.8477
"506",2012-05-01,2012,5,330115.521,4807.333502,114054.541,362941.9209
"507",2012-05-01,2012,5,330115.521,4807.333502,114054.541,93410.89084
"508",2012-05-01,2012,5,330115.521,24935.39573,208201.9996,105314.8477
"509",2012-05-01,2012,5,330115.521,24935.39573,208201.9996,362941.9209
"510",2012-05-01,2012,5,330115.521,24935.39573,208201.9996,93410.89084
"511",2012-05-01,2012,5,330115.521,24935.39573,1636483.512,105314.8477
"512",2012-05-01,2012,5,330115.521,24935.39573,1636483.512,362941.9209
"513",2012-05-01,2012,5,330115.521,24935.39573,1636483.512,93410.89084
"514",2012-05-01,2012,5,330115.521,24935.39573,114054.541,105314.8477
"515",2012-05-01,2012,5,330115.521,24935.39573,114054.541,362941.9209
"516",2012-05-01,2012,5,330115.521,24935.39573,114054.541,93410.89084
"517",2012-05-01,2012,5,330115.521,1226.657828,208201.9996,105314.8477
"518",2012-05-01,2012,5,330115.521,1226.657828,208201.9996,362941.9209
"519",2012-05-01,2012,5,330115.521,1226.657828,208201.9996,93410.89084
"520",2012-05-01,2012,5,330115.521,1226.657828,1636483.512,105314.8477
"521",2012-05-01,2012,5,330115.521,1226.657828,1636483.512,362941.9209
"522",2012-05-01,2012,5,330115.521,1226.657828,1636483.512,93410.89084
"523",2012-05-01,2012,5,330115.521,1226.657828,114054.541,105314.8477
"524",2012-05-01,2012,5,330115.521,1226.657828,114054.541,362941.9209
"525",2012-05-01,2012,5,330115.521,1226.657828,114054.541,93410.89084
"526",2012-05-01,2012,5,1206202.48,4807.333502,208201.9996,105314.8477
"527",2012-05-01,2012,5,1206202.48,4807.333502,208201.9996,362941.9209
"528",2012-05-01,2012,5,1206202.48,4807.333502,208201.9996,93410.89084
"529",2012-05-01,2012,5,1206202.48,4807.333502,1636483.512,105314.8477
"530",2012-05-01,2012,5,1206202.48,4807.333502,1636483.512,362941.9209
"531",2012-05-01,2012,5,1206202.48,4807.333502,1636483.512,93410.89084
"532",2012-05-01,2012,5,1206202.48,4807.333502,114054.541,105314.8477
"533",2012-05-01,2012,5,1206202.48,4807.333502,114054.541,362941.9209
"534",2012-05-01,2012,5,1206202.48,4807.333502,114054.541,93410.89084
"535",2012-05-01,2012,5,1206202.48,24935.39573,208201.9996,105314.8477
"536",2012-05-01,2012,5,1206202.48,24935.39573,208201.9996,362941.9209
"537",2012-05-01,2012,5,1206202.48,24935.39573,208201.9996,93410.89084
"538",2012-05-01,2012,5,1206202.48,24935.39573,1636483.512,105314.8477
"539",2012-05-01,2012,5,1206202.48,24935.39573,1636483.512,362941.9209
"540",2012-05-01,2012,5,1206202.48,24935.39573,1636483.512,93410.89084
"541",2012-05-01,2012,5,1206202.48,24935.39573,114054.541,105314.8477
"542",2012-05-01,2012,5,1206202.48,24935.39573,114054.541,362941.9209
"543",2012-05-01,2012,5,1206202.48,24935.39573,114054.541,93410.89084
"544",2012-05-01,2012,5,1206202.48,1226.657828,208201.9996,105314.8477
"545",2012-05-01,2012,5,1206202.48,1226.657828,208201.9996,362941.9209
"546",2012-05-01,2012,5,1206202.48,1226.657828,208201.9996,93410.89084
"547",2012-05-01,2012,5,1206202.48,1226.657828,1636483.512,105314.8477
"548",2012-05-01,2012,5,1206202.48,1226.657828,1636483.512,362941.9209
"549",2012-05-01,2012,5,1206202.48,1226.657828,1636483.512,93410.89084
"550",2012-05-01,2012,5,1206202.48,1226.657828,114054.541,105314.8477
"551",2012-05-01,2012,5,1206202.48,1226.657828,114054.541,362941.9209
"552",2012-05-01,2012,5,1206202.48,1226.657828,114054.541,93410.89084
"553",2012-05-01,2012,5,262687.1331,4807.333502,208201.9996,105314.8477
"554",2012-05-01,2012,5,262687.1331,4807.333502,208201.9996,362941.9209
"555",2012-05-01,2012,5,262687.1331,4807.333502,208201.9996,93410.89084
"556",2012-05-01,2012,5,262687.1331,4807.333502,1636483.512,105314.8477
"557",2012-05-01,2012,5,262687.1331,4807.333502,1636483.512,362941.9209
"558",2012-05-01,2012,5,262687.1331,4807.333502,1636483.512,93410.89084
"559",2012-05-01,2012,5,262687.1331,4807.333502,114054.541,105314.8477
"560",2012-05-01,2012,5,262687.1331,4807.333502,114054.541,362941.9209
"561",2012-05-01,2012,5,262687.1331,4807.333502,114054.541,93410.89084
"562",2012-05-01,2012,5,262687.1331,24935.39573,208201.9996,105314.8477
"563",2012-05-01,2012,5,262687.1331,24935.39573,208201.9996,362941.9209
"564",2012-05-01,2012,5,262687.1331,24935.39573,208201.9996,93410.89084
"565",2012-05-01,2012,5,262687.1331,24935.39573,1636483.512,105314.8477
"566",2012-05-01,2012,5,262687.1331,24935.39573,1636483.512,362941.9209
"567",2012-05-01,2012,5,262687.1331,24935.39573,1636483.512,93410.89084
"568",2012-05-01,2012,5,262687.1331,24935.39573,114054.541,105314.8477
"569",2012-05-01,2012,5,262687.1331,24935.39573,114054.541,362941.9209
"570",2012-05-01,2012,5,262687.1331,24935.39573,114054.541,93410.89084
"571",2012-05-01,2012,5,262687.1331,1226.657828,208201.9996,105314.8477
"572",2012-05-01,2012,5,262687.1331,1226.657828,208201.9996,362941.9209
"573",2012-05-01,2012,5,262687.1331,1226.657828,208201.9996,93410.89084
"574",2012-05-01,2012,5,262687.1331,1226.657828,1636483.512,105314.8477
"575",2012-05-01,2012,5,262687.1331,1226.657828,1636483.512,362941.9209
"576",2012-05-01,2012,5,262687.1331,1226.657828,1636483.512,93410.89084
"577",2012-05-01,2012,5,262687.1331,1226.657828,114054.541,105314.8477
"578",2012-05-01,2012,5,262687.1331,1226.657828,114054.541,362941.9209
"579",2012-05-01,2012,5,262687.1331,1226.657828,114054.541,93410.89084
"580",2012-06-01,2012,6,353504.713,177906.312,616220.0019,520562.0093
"581",2012-07-01,2012,7,174414.0102,208420.6137,990578.3821,633104.2153
"582",2012-07-01,2012,7,174414.0102,208420.6137,990578.3821,545062.5775
"583",2012-07-01,2012,7,174414.0102,208420.6137,5748622.486,633104.2153
"584",2012-07-01,2012,7,174414.0102,208420.6137,5748622.486,545062.5775
"585",2012-07-01,2012,7,174414.0102,288122.4644,990578.3821,633104.2153
"586",2012-07-01,2012,7,174414.0102,288122.4644,990578.3821,545062.5775
"587",2012-07-01,2012,7,174414.0102,288122.4644,5748622.486,633104.2153
"588",2012-07-01,2012,7,174414.0102,288122.4644,5748622.486,545062.5775
"589",2012-07-01,2012,7,345460.8105,208420.6137,990578.3821,633104.2153
"590",2012-07-01,2012,7,345460.8105,208420.6137,990578.3821,545062.5775
"591",2012-07-01,2012,7,345460.8105,208420.6137,5748622.486,633104.2153
"592",2012-07-01,2012,7,345460.8105,208420.6137,5748622.486,545062.5775
"593",2012-07-01,2012,7,345460.8105,288122.4644,990578.3821,633104.2153
"594",2012-07-01,2012,7,345460.8105,288122.4644,990578.3821,545062.5775
"595",2012-07-01,2012,7,345460.8105,288122.4644,5748622.486,633104.2153
"596",2012-07-01,2012,7,345460.8105,288122.4644,5748622.486,545062.5775
"597",2012-08-01,2012,8,308322.9046,178339.0773,1293842.618,354349.3374
"598",2012-08-01,2012,8,308322.9046,178339.0773,1293842.618,620669.2858
"599",2012-08-01,2012,8,308322.9046,178339.0773,11176587.63,354349.3374
"600",2012-08-01,2012,8,308322.9046,178339.0773,11176587.63,620669.2858
"601",2012-08-01,2012,8,308322.9046,1026742.496,1293842.618,354349.3374
"602",2012-08-01,2012,8,308322.9046,1026742.496,1293842.618,620669.2858
"603",2012-08-01,2012,8,308322.9046,1026742.496,11176587.63,354349.3374
"604",2012-08-01,2012,8,308322.9046,1026742.496,11176587.63,620669.2858
"605",2012-08-01,2012,8,525344.1806,178339.0773,1293842.618,354349.3374
"606",2012-08-01,2012,8,525344.1806,178339.0773,1293842.618,620669.2858
"607",2012-08-01,2012,8,525344.1806,178339.0773,11176587.63,354349.3374
"608",2012-08-01,2012,8,525344.1806,178339.0773,11176587.63,620669.2858
"609",2012-08-01,2012,8,525344.1806,1026742.496,1293842.618,354349.3374
"610",2012-08-01,2012,8,525344.1806,1026742.496,1293842.618,620669.2858
"611",2012-08-01,2012,8,525344.1806,1026742.496,11176587.63,354349.3374
"612",2012-08-01,2012,8,525344.1806,1026742.496,11176587.63,620669.2858
"613",2012-09-01,2012,9,89469.53538,179682.5404,12904067.05,226613.5881
"614",2012-09-01,2012,9,89469.53538,179682.5404,12904067.05,787596.871
"615",2012-09-01,2012,9,89469.53538,179682.5404,4563126.56,226613.5881
"616",2012-09-01,2012,9,89469.53538,179682.5404,4563126.56,787596.871
"617",2012-09-01,2012,9,89469.53538,1076764.755,12904067.05,226613.5881
"618",2012-09-01,2012,9,89469.53538,1076764.755,12904067.05,787596.871
"619",2012-09-01,2012,9,89469.53538,1076764.755,4563126.56,226613.5881
"620",2012-09-01,2012,9,89469.53538,1076764.755,4563126.56,787596.871
"621",2012-09-01,2012,9,441325.1191,179682.5404,12904067.05,226613.5881
"622",2012-09-01,2012,9,441325.1191,179682.5404,12904067.05,787596.871
"623",2012-09-01,2012,9,441325.1191,179682.5404,4563126.56,226613.5881
"624",2012-09-01,2012,9,441325.1191,179682.5404,4563126.56,787596.871
"625",2012-09-01,2012,9,441325.1191,1076764.755,12904067.05,226613.5881
"626",2012-09-01,2012,9,441325.1191,1076764.755,12904067.05,787596.871
"627",2012-09-01,2012,9,441325.1191,1076764.755,4563126.56,226613.5881
"628",2012-09-01,2012,9,441325.1191,1076764.755,4563126.56,787596.871
"629",2012-10-01,2012,10,323185.2974,174288.1596,3442575.888,703594.1329
"630",2012-10-01,2012,10,323185.2974,174288.1596,3442575.888,298876.5543
"631",2012-10-01,2012,10,323185.2974,174288.1596,6442359.235,703594.1329
"632",2012-10-01,2012,10,323185.2974,174288.1596,6442359.235,298876.5543
"633",2012-10-01,2012,10,323185.2974,304317.5934,3442575.888,703594.1329
"634",2012-10-01,2012,10,323185.2974,304317.5934,3442575.888,298876.5543
"635",2012-10-01,2012,10,323185.2974,304317.5934,6442359.235,703594.1329
"636",2012-10-01,2012,10,323185.2974,304317.5934,6442359.235,298876.5543
"637",2012-10-01,2012,10,418438.6794,174288.1596,3442575.888,703594.1329
"638",2012-10-01,2012,10,418438.6794,174288.1596,3442575.888,298876.5543
"639",2012-10-01,2012,10,418438.6794,174288.1596,6442359.235,703594.1329
"640",2012-10-01,2012,10,418438.6794,174288.1596,6442359.235,298876.5543
"641",2012-10-01,2012,10,418438.6794,304317.5934,3442575.888,703594.1329
"642",2012-10-01,2012,10,418438.6794,304317.5934,3442575.888,298876.5543
"643",2012-10-01,2012,10,418438.6794,304317.5934,6442359.235,703594.1329
"644",2012-10-01,2012,10,418438.6794,304317.5934,6442359.235,298876.5543
"645",2012-11-01,2012,11,281440.0628,190420.6661,7928264.722,151662.3518
"646",2012-11-01,2012,11,281440.0628,190420.6661,7928264.722,441938.7392
"647",2012-11-01,2012,11,281440.0628,190420.6661,7928264.722,366096.0204
"648",2012-11-01,2012,11,281440.0628,190420.6661,5113719.987,151662.3518
"649",2012-11-01,2012,11,281440.0628,190420.6661,5113719.987,441938.7392
"650",2012-11-01,2012,11,281440.0628,190420.6661,5113719.987,366096.0204
"651",2012-11-01,2012,11,281440.0628,190420.6661,6808233.135,151662.3518
"652",2012-11-01,2012,11,281440.0628,190420.6661,6808233.135,441938.7392
"653",2012-11-01,2012,11,281440.0628,190420.6661,6808233.135,366096.0204
"654",2012-11-01,2012,11,281440.0628,190096.3423,7928264.722,151662.3518
"655",2012-11-01,2012,11,281440.0628,190096.3423,7928264.722,441938.7392
"656",2012-11-01,2012,11,281440.0628,190096.3423,7928264.722,366096.0204
"657",2012-11-01,2012,11,281440.0628,190096.3423,5113719.987,151662.3518
"658",2012-11-01,2012,11,281440.0628,190096.3423,5113719.987,441938.7392
"659",2012-11-01,2012,11,281440.0628,190096.3423,5113719.987,366096.0204
"660",2012-11-01,2012,11,281440.0628,190096.3423,6808233.135,151662.3518
"661",2012-11-01,2012,11,281440.0628,190096.3423,6808233.135,441938.7392
"662",2012-11-01,2012,11,281440.0628,190096.3423,6808233.135,366096.0204
"663",2012-11-01,2012,11,281440.0628,256640.5632,7928264.722,151662.3518
"664",2012-11-01,2012,11,281440.0628,256640.5632,7928264.722,441938.7392
"665",2012-11-01,2012,11,281440.0628,256640.5632,7928264.722,366096.0204
"666",2012-11-01,2012,11,281440.0628,256640.5632,5113719.987,151662.3518
"667",2012-11-01,2012,11,281440.0628,256640.5632,5113719.987,441938.7392
"668",2012-11-01,2012,11,281440.0628,256640.5632,5113719.987,366096.0204
"669",2012-11-01,2012,11,281440.0628,256640.5632,6808233.135,151662.3518
"670",2012-11-01,2012,11,281440.0628,256640.5632,6808233.135,441938.7392
"671",2012-11-01,2012,11,281440.0628,256640.5632,6808233.135,366096.0204
"672",2012-11-01,2012,11,262526.3058,190420.6661,7928264.722,151662.3518
"673",2012-11-01,2012,11,262526.3058,190420.6661,7928264.722,441938.7392
"674",2012-11-01,2012,11,262526.3058,190420.6661,7928264.722,366096.0204
"675",2012-11-01,2012,11,262526.3058,190420.6661,5113719.987,151662.3518
"676",2012-11-01,2012,11,262526.3058,190420.6661,5113719.987,441938.7392
"677",2012-11-01,2012,11,262526.3058,190420.6661,5113719.987,366096.0204
"678",2012-11-01,2012,11,262526.3058,190420.6661,6808233.135,151662.3518
"679",2012-11-01,2012,11,262526.3058,190420.6661,6808233.135,441938.7392
"680",2012-11-01,2012,11,262526.3058,190420.6661,6808233.135,366096.0204
"681",2012-11-01,2012,11,262526.3058,190096.3423,7928264.722,151662.3518
"682",2012-11-01,2012,11,262526.3058,190096.3423,7928264.722,441938.7392
"683",2012-11-01,2012,11,262526.3058,190096.3423,7928264.722,366096.0204
"684",2012-11-01,2012,11,262526.3058,190096.3423,5113719.987,151662.3518
"685",2012-11-01,2012,11,262526.3058,190096.3423,5113719.987,441938.7392
"686",2012-11-01,2012,11,262526.3058,190096.3423,5113719.987,366096.0204
"687",2012-11-01,2012,11,262526.3058,190096.3423,6808233.135,151662.3518
"688",2012-11-01,2012,11,262526.3058,190096.3423,6808233.135,441938.7392
"689",2012-11-01,2012,11,262526.3058,190096.3423,6808233.135,366096.0204
"690",2012-11-01,2012,11,262526.3058,256640.5632,7928264.722,151662.3518
"691",2012-11-01,2012,11,262526.3058,256640.5632,7928264.722,441938.7392
"692",2012-11-01,2012,11,262526.3058,256640.5632,7928264.722,366096.0204
"693",2012-11-01,2012,11,262526.3058,256640.5632,5113719.987,151662.3518
"694",2012-11-01,2012,11,262526.3058,256640.5632,5113719.987,441938.7392
"695",2012-11-01,2012,11,262526.3058,256640.5632,5113719.987,366096.0204
"696",2012-11-01,2012,11,262526.3058,256640.5632,6808233.135,151662.3518
"697",2012-11-01,2012,11,262526.3058,256640.5632,6808233.135,441938.7392
"698",2012-11-01,2012,11,262526.3058,256640.5632,6808233.135,366096.0204
"699",2012-11-01,2012,11,417841.5701,190420.6661,7928264.722,151662.3518
"700",2012-11-01,2012,11,417841.5701,190420.6661,7928264.722,441938.7392
"701",2012-11-01,2012,11,417841.5701,190420.6661,7928264.722,366096.0204
"702",2012-11-01,2012,11,417841.5701,190420.6661,5113719.987,151662.3518
"703",2012-11-01,2012,11,417841.5701,190420.6661,5113719.987,441938.7392
"704",2012-11-01,2012,11,417841.5701,190420.6661,5113719.987,366096.0204
"705",2012-11-01,2012,11,417841.5701,190420.6661,6808233.135,151662.3518
"706",2012-11-01,2012,11,417841.5701,190420.6661,6808233.135,441938.7392
"707",2012-11-01,2012,11,417841.5701,190420.6661,6808233.135,366096.0204
"708",2012-11-01,2012,11,417841.5701,190096.3423,7928264.722,151662.3518
"709",2012-11-01,2012,11,417841.5701,190096.3423,7928264.722,441938.7392
"710",2012-11-01,2012,11,417841.5701,190096.3423,7928264.722,366096.0204
"711",2012-11-01,2012,11,417841.5701,190096.3423,5113719.987,151662.3518
"712",2012-11-01,2012,11,417841.5701,190096.3423,5113719.987,441938.7392
"713",2012-11-01,2012,11,417841.5701,190096.3423,5113719.987,366096.0204
"714",2012-11-01,2012,11,417841.5701,190096.3423,6808233.135,151662.3518
"715",2012-11-01,2012,11,417841.5701,190096.3423,6808233.135,441938.7392
"716",2012-11-01,2012,11,417841.5701,190096.3423,6808233.135,366096.0204
"717",2012-11-01,2012,11,417841.5701,256640.5632,7928264.722,151662.3518
